Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Lise,Andresen,Paulsengata 5B,Birkeland,0840,Norge,NO,19981207-1360,+47,81747125,1998-12-07,True
Tore,Jenssen,Haugenplassen 83,Solberg,5304,Norge,NO,19781104-7029,+47,84 10 85 49,1978-11-04,True
Erling,Nilsen,Mikkelsenmoen 50E,Eivindsand,5670,Norge,NO,19870919-8256,+47,+4735507604,1987-09-19,True
Sverre,Haug,Bergebakken 05G,Lenehamn,0946,Norge,NO,19630306-4583,+47,+4747564211,1963-03-06,True
Kerstin,Andersson,Grangatan 17,Ängelholm,55402,Sverige,SE,19531224-8758,+46,+46 (0)25 14 72 61,1953-12-24,True
Erika,Davidsson,Fabriksgatan 730,Skellefteå,65651,Sverige,SE,19850514-4620,+46,+46 (0)05 96 83 95,1985-05-14,True
Verner,Franzén,Järnvägsgatan 678,Örnsköldsvik,87915,Sverige,SE,19790617-4467,+46,+46 (0)404 567 71,1979-06-17,True
Elvira,Sandberg,Trädgårdsgatan 0,Varberg,35938,Sverige,SE,19531214-8099,+46,0886-712 84,1953-12-14,True
Ingrid,Brekke,Thorsenflata 82,Sørensen,2900,Norge,NO,20000313-0921,+47,95967477,2000-03-13,True
Anna,Palm,Åkergatan 51,Kalmar,55855,Sverige,SE,19740626-4542,+46,0259-692 05,1974-06-26,True
Ann,Karlsson,Industrivägen 048,Karlskrona,57824,Sverige,SE,19760330-7454,+46,0845-457 93,1976-03-30,True
Ingrid,Eklund,Ängsstigen 90,Lidingö,93823,Sverige,SE,19640118-6009,+46,08-81 53 19,1964-01-18,True
Christina,Jansson,Parkvägen 09,Örebro,76209,Sverige,SE,19440709-1942,+46,+46 (0)8 698 320 14,1944-07-09,True
Agneta,Karlsson,Industrigränd 1,Umeå,99742,Sverige,SE,19780701-4420,+46,+46 (0)034 285 60,1978-07-01,True
Sofia,Turpeinen,Orvokkitie 57,Teuva,86099,Finmand,FI,19790522-810K,+358,+358866889136,1979-05-22,True
David,Perez,Scott Way 94563,Ronaldfort,78502,Danmark,DK,19660301-7835,+45,001-706-726-3354,1966-03-01,True
Edit,Friberg,Skoltorget 838,Landskrona,90182,Sverige,SE,19730807-3500,+46,044-60 58 79,1973-08-07,True
Heidi,Berge,Amundsenlunden 3,Solberg,3062,Norge,NO,19560601-8640,+47,425 16 217,1956-06-01,True
Sofie,Knutsen,Simonsenløkka 679,Christiannes,3293,Norge,NO,19470417-8501,+47,51 69 86 18,1947-04-17,True
Petter,Henriksen,Johansenplassen 15D,Kristineid,5175,Norge,NO,19430922-4410,+47,928 61 966,1943-09-22,True
Taylor,Preston,Rojas Trail 20201,Garzaton,61887,Danmark,DK,19570411-2924,+45,854-903-0097x3832,1957-04-11,True
Erkki,Ojanen,Orvokkibulevardi 5,Polvijärvi,89238,Finland,FI,19610725-0349,+358,+358 355464188,1961-07-25,True
Jon,Ødegård,Ellingsengropa 5,Henriksen,5369,Norge,NO,19740429-1039,+47,414 78 504,1974-04-29,True
Birgitta,Åström,Kyrkogatan 2,Göteborg,40705,Danmark,SE,19810515-7456,+46,+46 (0)8 339 973 30,1981-05-15,True
Anders,Lundin,Skoltorget 8,Växjö,31952,Sverige,SE,19930502-4708,+46,08-69 24 31,1993-05-02,True
Rebecca,Lindholm,Parkvägen 97,Gävle,72288,Sverige,SE,19450420-1522,+46,+46 (0)80 23 49 04,1945-04-20,True
Christine,Mason,Lisa Alley 383,Gravesbury,17684,Danmark,DK,19951115-7352,+45,(535)441-9709x400,1995-11-15,True
Peter,Gustafsson,Skolvägen 7,Umeå,89517,Sverige,SE,19500720-3026,+46,+46 (0)659 863 26,1950-07-20,True
Evert,Eriksson,Idrottsstigen 58,Malmö,57379,Sverige,SE,19710703-8865,+46,+46 (0)51 74 60 47,1971-07-03,True
Olov,Jonsson,Trädgårdsgatan 93,Örnsköldsvik,27904,Sverige,SE,19730328-0812,+46,032-25 31 73,1973-03-28,True
Hans,Larsson,Järnvägsgatan 031,Gävle,18557,Sverige,SE,19551025-3364,+46,006-636 23 04,1955-10-25,True
Elin,Andersson,Björkvägen 4,Karlstad,65722,Sverige,SE,19610628-8773,+46,08-440 848 19,1961-06-28,True
Jared,Meyers,Donald Groves 28945,Masseybury,65252,Danmark,DK,19520312-4912,+45,7634188329,1952-03-12,True
Yvonne,Andersson,Skolgränd 933,Linköping,13823,Sverige,SE,19920722-4792,+46,015-999 65 60,1992-07-22,True
Sofie,Thorsen,Jensenrøa 5,Johannessen,4001,Norge,NO,19751124-0088,+47,55226385,1975-11-24,True
Christina,Sjöström,Industrivägen 416,Göteborg,72105,Sverige,SE,19530428-8635,+46,08-135 800 00,1953-04-28,True
Therese,Nilsson,Kvarngatan 0,Kristianstad,52591,Sverige,SE,19620318-2145,+46,08-57 96 01,1962-03-18,True
Anna,Karlsson,Furuvägen 739,Trollhättan,31723,Sverige,SE,19531223-2413,+46,+46 (0)243 214 16,1953-12-23,True
Rose-Marie,Gustavsson,Backvägen 485,Falun,69209,Sverige,SE,19401011-7062,+46,+46 (0)616 967 10,1940-10-11,True
Markus,Lindberg,Idrottsvägen 074,Göteborg,53818,Sverige,SE,19971020-6388,+46,017-89 24 14,1997-10-20,True
Mattias,Henriksson,Åkervägen 5,Göteborg,19724,Sverige,SE,19950422-9914,+46,005-49 43 08,1995-04-22,True
Maria,Laitinen,Vesalankatu 62,Merijärvi,87826,Finland,FI,19650214-133D,+358,(+358) 244707511,1965-02-14,True
Hans,Sjöström,Nygränd 60,Helsingborg,67049,Sverige,SE,19751116-1879,+46,015-04 87 36,1975-11-16,True
Roland,Näslund,Backgatan 99,Falun,79075,Sverige,SE,19670829-9101,+46,+46 (0)8 917 063 88,1967-08-29,False
Jussi,Lahtinen,Rantavarastonpolku 97,Miehikkälä,59014,Finland,FI,19981031-430F,+358,+358 81 5564059,1998-10-31,True
Christian,Aasen,Paulsenmoen 56C,Berntsen,7852,Norge,NO,19921204-8812,+47,42903046,1992-12-04,True
Valtteri,Heinonen,Kilpolanbulevardi 7,Karvia,71844,Finland,FI,19400821-2608,+358,051 611 0912,1940-08-21,True
Jan,Söderström,Trädgårdsgatan 1,Södertälje,70130,Sverige,SE,19871016-4434,+46,08-369 70 61,1987-10-16,True
Karl,Kristoffersen,Gundersenskogen 3,Hansen,4602,Norge,NO,19800131-9247,+47,95422308,1980-01-31,True
Vilhelmina,Nielsen,Ängsstigen 56,Kristianstad,86165,Sverige,SE,20001213-2781,+46,0051-96 74 29,2000-12-13,True
Monica,Eide,Madsenåsen 6,Livby,5701,Norge,NO,19840526-2460,+47,+4784482069,1984-05-26,True
Petter,Nilsson,Stationstorget 502,Ängelholm,89118,Sverige,SE,19541224-5201,+46,095-832 46 80,1954-12-24,True
Tobias,Ahmed,Olsenmoen 33,Trineborg,3332,Norge,NO,19601119-2289,+47,86 54 21 78,1960-11-19,True
Jan,Andersson,Parkgatan 21,Örnsköldsvik,46764,Sverige,SE,19911223-9217,+46,0708-258 30,1991-12-23,True
Juhani,Penttinen,Capellan puistobulevardi 1,Valtimo,23024,Finland,FI,19640915-336E,+358,056 856 3252,1964-09-15,True
Matias,Holmström,Birger Kaipiaisen katu 916,Pyhäntä,96451,Finland,FI,19620501-7602,+358,0252414470,1962-05-01,True
Kari,Hauge,Simonsenåsen 4F,Vidarvik,4214,Norge,NO,19920122-4603,+47,31 76 66 43,1992-01-22,True
Terje,Brekke,Ødegårdvika 54B,Hauge,9853,Norge,NO,19450807-4386,+47,64 86 09 40,1945-08-07,True
Rune,Christensen,Andresenplassen 84D,Haugen,0546,Norge,NO,19480129-5135,+47,+4784561343,1948-01-29,True
Joseph,Andrews,Joshua Stravenue 578,Johnsonbury,48324,Danmark,DK,19631209-5323,+45,560-271-8835x1290,1963-12-09,True
Shirley,Zimmerman,Alex Wells 9865,Lake Dianemouth,85816,Danmark,DK,19860503-0328,+45,+1-568-513-3993x84549,1986-05-03,True
Glenn,Anderson,Ramirez Inlet 972,Charlesview,36988,Danmark,DK,19931026-2062,+45,(714)344-9135,1993-10-26,True
Maj-Britt,Andreasson,Stationsvägen 007,Motala,96210,Sverige,SE,19991008-0113,+46,+46 (0)031 183 55,1999-10-08,True
Tiffany,Gray,Flores Stream 402,Carolynfort,93889,Danmark,DK,19600718-4659,+45,(211)367-3064,1960-07-18,True
Timothy,Wang,Aguilar Vista 28490,Bridgesbury,21197,Danmark,DK,19540428-4454,+45,220.533.9639x958,1954-04-28,True
Harriet,Gunnarsson,Skolvägen 3,Luleå,52106,Sverige,SE,19931228-1279,+46,046-535 86 51,1993-12-28,True
Gustaf,Nygren,Parkgränd 25,Örebro,42460,Sverige,SE,19741121-9313,+46,+46 (0)8 339 769 99,1974-11-21,True
Matias,Aalto,Dosentinbulevardi 9,Kihniö,32518,Finland,FI,19950909-570J,+358,(+358) 173178295,1995-09-09,True
Lilja,Peltola,Capellan puistokatu 796,Lapua,67613,Finland,FI,19650131-623W,+358,022 817 1049,1965-01-31,True
Jenny,Sivertsen,Arnesenholtet 1,Olsen,2694,Norge,NO,19531118-5826,+47,26 25 31 70,1953-11-18,True
Karl,Wikström,Granvägen 143,Uppsala,47535,Sverige,SE,19810421-3684,+46,+46 (0)29 40 36 30,1981-04-21,True
Carina,Carlsson,Åkervägen 4,Borås,85269,Sverige,SE,19561217-8192,+46,+46 (0)14 06 42 36,1956-12-17,True
Ivan,Larsson,Kvarnvägen 933,Falun,56704,Sverige,SE,19480527-4791,+46,063-556 07 07,1948-05-27,True
Monica,Ljungberg,Bäckvägen 860,Trelleborg,74225,Sverige,SE,19590422-0107,+46,0624-152 02,1959-04-22,True
Elisabet,Karlsson,Skoltorget 78,Mölndal,24379,Sverige,SE,19680610-6685,+46,08-321 31 19,1968-06-10,True
Grete,Danielsen,Madsenhavna 98,Johnsjøen,0741,Norge,NO,19590312-3773,+47,01 36 10 91,1959-03-12,True
Nina,Sandvik,Solbergmyra 77,Sivertsen,5305,Norge,NO,19400325-6089,+47,15 34 98 14,1940-03-25,True
Robert,Landry,Davis Locks 52414,New Robert,73481,Danmark,DK,19800801-7665,+45,330.875.7358,1980-08-01,True
William,Gilbert,Kelsey Burgs 121,New Melissahaven,67911,Danmark,DK,19560805-4239,+45,(811)554-4083,1956-08-05,True
Samuel,Eriksson,Kyrkotorget 366,Mölndal,96200,Sverige,SE,19620802-9143,+46,098-56 55 90,1962-08-02,True
Erik,Engström,Industrigatan 4,Karlskoga,16385,Sverige,SE,19620217-3719,+46,+46 (0)23 28 15 42,1962-02-17,True
Stein,Tangen,Madsenskrenten 69,Noraøy,2619,Norge,NO,19810817-5017,+47,409 21 152,1981-08-17,True
Vanessa,Farmer,Russell Mission 16947,West Katieberg,79195,Danmark,DK,19680803-7293,+45,291.691.3623,1968-08-03,True
David,Olausson,Industrivägen 590,Umeå,96935,Sverige,SE,19880326-1251,+46,+46 (0)8 852 202 70,1988-03-26,True
Julia,Persson,Nystigen 299,Piteå,46790,Sverige,SE,19620603-7344,+46,08-473 24 89,1962-06-03,True
Astrid,Persson,Industrigatan 2,Karlstad,76235,Sverige,SE,19901216-0038,+46,08-36 64 15,1990-12-16,True
Helge,Nguyen,Aasberget 84E,Myhre,1187,Norge,NO,19420725-5288,+47,93891390,1942-07-25,True
Anna,Andersson,Fabriksgatan 157,Örnsköldsvik,46128,Sverige,SE,19470716-8670,+46,+46 (0)789 837 52,1947-07-16,True
Ulla,Ljung,Storvägen 6,Halmstad,57526,Sverige,SE,19670817-3892,+46,08-99 22 15,1967-08-17,True
Bertil,Sjödin,Furugränd 2,Landskrona,77365,Sverige,SE,19621112-9246,+46,0439-72 96 43,1962-11-12,True
Patrik,Gustavsson,Ringstigen 208,Trelleborg,36010,Sverige,SE,19760323-4139,+46,0930-764 44,1976-03-23,True
Gerd,Pedersen,Nguyenspranget 4,Ødegård,9097,Norge,NO,19450501-8437,+47,49 35 25 41,1945-05-01,True
Kjell,Jørgensen,Knudsenmoen 23,Jakobsen,4087,Norge,NO,19560313-8190,+47,92845069,1956-03-13,True
Linnea,Lindberg,Ringvägen 3,Lidingö,26698,Sverige,SE,19580918-4787,+46,0773-114 36,1958-09-18,True
Åke,Dahlström,Trädgårdsgränd 591,Piteå,23058,Sverige,SE,19430914-1019,+46,0889-914 05,1943-09-14,True
Kyle,Nelson,Juan Divide 220,Port Matthewton,92307,Danmark,DK,19461026-7246,+45,(649)240-7681x788,1946-10-26,True
Maria,Wikström,Nystigen 284,Gävle,96551,Sverige,SE,19710603-1077,+46,+46 (0)8 235 877 87,1971-06-03,True
Clinton,Craig,Gibson Parks 114,New Kyleborough,75250,Danmark,DK,19531025-0689,+45,795.686.2948x6984,1953-10-25,True
Sonja,Johansson,Trädgårdsvägen 5,Luleå,59905,Sverige,SE,19750616-4025,+46,+46 (0)27 72 80 27,1975-06-16,True
Bjørn,Evensen,Ødegårdberget 2,Egilstrøm,9674,Norge,NO,19610210-5117,+47,91146782,1961-02-10,True
Mikael,Pettersson,Granvägen 26,Västerås,74091,Sveeige,SE,19681019-6295,+46,053-90 00 68,1968-10-19,True
Grete,Nguyen,Ahmedtunet 32,Aasen,9762,Norge,NO,19631121-0936,+47,437 59 130,1963-11-21,True
Venla,Salo,Saparonkatu 4,Kerava,59765,Finland,FI,19590109-7463,+358,017 989 2688,1959-01-09,True
Kristian,Riikonen,Saanatunturinkatu 137,Uusikaarlepyy,85747,Finland,FI,19570808-401M,+358,(+358) 062317062,1957-08-08,True
Teuvo,Nieminen,Disantie 57,Jämsä,15480,Finland,FI,19460216-492A,+358,+358934695524,1946-02-16,True
Lovisa,Ivarsson,Fabrikstorget 845,Ängelholm,82973,Sverige,SE,19520627-8338,+46,0417-080 23,1952-06-27,True
Henrik,Christensen,Hauglandtunet 07C,Pålmark,2215,Norge,NO,19881109-8447,+47,76864264,1988-11-09,True
Colleen,Diaz,Mark Street 186,North Kenneth,56954,Danmark,DK,19940928-0522,+45,(461)948-1967,1994-09-28,True
Anne,Ali,Rasmussenlunden 3,Danielmark,4852,Norge,NO,19900121-2625,+47,07 83 20 78,1990-01-21,True
Andreas,Sandvik,Haugeåsen 492,Cathrinemark,2392,Norge,NO,19940725-6801,+47,92886023,1994-07-25,True
Unni,Ruud,Christensenmoen 00C,Næss,9998,Norge,NO,19680215-4895,+47,53 83 87 41,1968-02-15,True
Marianne,Molin,Trädgårdsgatan 789,Södertälje,62199,Sverige,SE,19840315-5528,46,08-720 37 49,1984-03-15,True
Maj,Karlsson,Industristigen 77,Jönköping,27966,Sverige,SE,19540419-3071,+46,08-811 05 85,1954-04-19,True
Angelica,Montgomery,Byrd Knoll 1731,Griffintown,35030,Danmark,DK,19470204-3416,+45,815-781-8051x975,1947-02-04,True
Erling,Edvardsen,Rønningrøa 399,Myhre,2737,Norge,NO,19801111-1990,+47,+47 15 37 44 85,1980-11-11,True
Kerttu,Virta,Jämsänkatu 0,Juupajoki,00631,Finland,FI,19940426-7715,+358,(+358) 710050207,1994-04-26,True
Solveig,Kristensen,Sandvikhavna 49,Thomassen,4101,Norge,NO,19760318-1242,+47,18405498,1976-03-18,True
Sune,Norman,Grangränd 505,Jönköping,77510,Sverige,SE,19470915-2450,+46,08-815 27 51,1947-09-15,True
Linnea,Eriksson,Genvägen 14,Sandviken,95846,Sverige,SE,19860923-1281,+46,008-60 13 69,1986-09-23,True
Åke,Larsson,Grangränd 93,Mölndal,98127,Sverige,SE,19940114-6566,+46,0753-87 17 21,1994-01-14,True
Lars,Nyberg,Trädgårdstorget 300,Lidköping,40168,Sverige,SE,19970226-7542,+46,08-523 28 36,1997-02-26,True
Erling,Nguyen,Abrahamsenmoen 5B,Stianhelle,0743,Norge,NO,19700311-2363,+47,54644836,1970-03-11,True
Jennifer,Reyes,Samantha Points 27033,South Eric,80750,Danmark,DK,19600201-2084,+45,7172810746,1960-02-01,True
Øyvind,Aune,Andreassengata 1,Rolfstad,8323,Norge,NO,19691006-4165,+47,+47 99 16 70 26,1969-10-06,True
Lennart,Näslund,Stationsvägen 403,Örnsköldsvik,65124,Sverige,SE,19590803-0493,+46,+46 (0)71 28 21 86,1959-08-03,True
Diane,Ray,Gonzales Junction 293,South Adam,72093,Danmark,DK,19680618-9998,+45,+1-242-770-3641x781,1968-06-18,True
Trine,Jakobsen,Gulbrandsenstykket 2,Thorfoss,3191,Norge,NO,19790124-0643,+47,48 20 82 53,1979-01-24,True
Christian,Edvardsen,Olsenåsen 6,Karenstad,3380,Norge,NO,19410123-1210,+47,74 69 25 07,1941-01-23,True
Gustav,Blomberg,Järnvägsvägen 0,Kristianstad,72954,Sverige,SE,19491021-8778,+46,+46 (0)8 359 399 12,1949-10-21,True
Egil,Engen,Danielsentjernet 7C,Stianfjell,4166,Norge,NO,19821114-5402,+47,36017280,1982-11-14,True
Karoliina,Ruotsalainen,Kimalaisbulevardi 05,Kouvola,32536,Finland,FI,19990426-7942,+358,0149832603,1999-04-26,True
Kathryn,Hall,Smith Points 165,Lake Michael,18554,Danmark,DK,19560421-5950,+45,001-939-301-2324x80748,1956-04-21,True
David,Dean,Proctor Inlet 19030,East Kevin,44412,Danmark,DK,19920424-3279,+45,+1-327-355-0946x4408,1992-04-24,True
Roger,Nilsson,Strandgatan 98,Malmö,35971,Sverige,SE,19711011-4250,+46,035-27 90 41,1971-10-11,True
Bente,Gulbrandsen,Mathisenlyngen 2A,Frodeborg,5930,Norge,NO,19910826-1827,+47,40 54 92 71,1991-08-26,True
Tove,Andreassen,Sandviklunden 56,Aune,6677,Norge,NO,19460823-0580,+47,416 42 606,1946-08-23,True
Carl,Berg,Skolvägen 62,Halmstad,45999,Sverige,SE,19740702-7576,+46,0583-166 00,1974-07-02,True
Hector,Davies,Bell Neck 078,Port Josephchester,82659,Danmark,DK,19480620-5342,+45,001-335-685-6051,1948-06-20,True
Rune,Jørgensen,Berntsenlyngen 02,Strand,9731,Norge,NO,19700216-3599,+47,89445137,1970-02-16,True
Jenny,Jenssen,Brekkeløkka 3C,Juliefjell,3251,Norge,NO,19830805-1879,+47,61817644,1983-08-05,True
Lisa,Morrow,Jared Center 20539,Hammondfort,27454,Danmark,DK,19891215-4934,+45,373-415-2422,1989-12-15,True
Gunnel,Johansson,Åkergatan 884,Halmstad,89500,Sverige,SE,19571126-8789,+46,099-03 75 12,1957-11-26,True
Victor,Ekström,Strandgränd 4,Umeå,12858,Sverige,SE,19780723-4775,+46,08-986 16 25,1978-07-23,True
Cynthia,Adams,Johnny Camp 345,Port Debra,79276,Danmark,DK,19720616-0384,+45,5644424593,1972-06-16,True
Emma,Norberg,Trädgårdstorget 839,Alingsås,68934,Sverige,SE,19640701-7378,+46,08-82 42 77,1964-07-01,True
Johan,Strömberg,Idrottsstigen 4,Varberg,74960,Sverige,SE,19710426-6581,+46,+46 (0)447 496 78,1971-04-26,True
Madison,Orr,Wright Field 53360,Lake Craig,65557,Danmark,DK,19661118-4939,+45,474-476-3328,1966-11-18,True
Kristina,Ekström,Fabriksvägen 15,Alingsås,20667,Sverige,SE,19750418-6898,+46,094-15 58 08,1975-04-18,True
Lars,Larsson,Skolgatan 457,Malmö,50546,Sverige,SE,19891124-3945,+46,+46 (0)8 212 543 84,1989-11-24,True
Tore,Petersson,Furugatan 8,Nyköping,24738,Sverige,SE,19830412-7861,+46,08-09 71 86,1983-04-12,True
Sofie,Johansson,Aspvägen 7,Eskilstuna,43848,Sverige,SE,19560113-2977,+46,08-045 96 56,1956-01-13,True
Pekka,Palomäki,Gunnel Nymanin polku 5,Rautjärvi,36549,Finland,FI,19880421-6821,+358,(+358) 163003591,1988-04-21,True
Erling,Gulbrandsen,Dahlstykket 1,Fredrikgrunn,7188,Norge,NO,19611229-8546,+47,40925447,1961-12-29,True
Arne,Halvorsen,Sætherstranda 97B,Madsen,2884,Norge,NO,19891103-6582,+47,48715167,1989-11-03,True
Folke,Larsson,Parkgränd 3,Ängelholm,60615,Sverige,SE,19870308-2964,+46,08-34 41 09,1987-03-08,True
Robert,Larsson,Kyrkovägen 410,Falun,66758,Sverige,SE,19400626-2082,+46,+46 (0)006 532 97,1940-06-26,True
Anneli,Mårtensson,Storstigen 6,Västerås,77962,Sverige,SE,19560517-2340,+46,067-75 63 97,1956-05-17,True
Johan,Eriksson,Nygränd 710,Uppsala,99837,Sverige,SE,19890129-1903,+46,08-484 71 72,1989-01-29,True
Veikko,Kari,Ahomäentie 28,Rantasalmi,96563,Finland,FI,19780509-4010,+358,054 277 2436,1978-05-09,True
Carl,Rice,Crystal Orchard 51099,Copelandburgh,28931,Danmark,DK,19640826-3862,+45,(229)738-9238,1964-08-26,True
Laila,Lie,Isaksengropa 28,Siljebø,5683,Norge,NO,19910123-9366,+47,40875628,1991-01-23,True
Gustaf,Johansson,Furuvägen 063,Lund,31224,Sverige,SE,19590324-3311,+46,077-60 45 59,1959-03-24,True
Ellen,Ståhl,Parktorget 385,Ängelholm,72840,Sverige,SE,19611025-4029,+46,+46 (0)702 024 82,1961-10-25,True
Jennifer,Ortiz,Byrd Points 837,Briggsfurt,79035,Danmark,DK,19400726-6629,+45,502.977.8350x4106,1940-07-26,True
Ellen,Fredriksen,Pedersentoppen 6,Åsegrunn,8938,Norge,NO,19700425-6028,+47,95489913,1970-04-25,False
Sander,Næss,Ødegårdgata 6,Ingerstad,8997,Norge,NO,19541010-3218,+47,93449404,1954-10-10,True
Bengt,Johansson,Furugatan 55,Östersund,60602,Sverige,SE,19540117-0495,+46,018-19 23 96,1954-01-17,True
Øyvind,Myklebust,Pettersenhaugen 9,Egilø,2364,Norge,NO,19861209-0160,+47,58 10 55 43,1986-12-09,True
Wenche,Rasmussen,Haugehavna 402,Theafjell,6211,Norge,NO,19481005-2563,+47,+4748266285,1948-10-05,True
Susanne,Edlund,Strandgränd 36,Malmö,68549,Sverige,SE,19970530-6542,+46,+46 (0)155 001 31,1997-05-30,True
Elisabet,Andersson,Ängsgatan 529,Västerås,46937,Sverige,SE,19770902-6878,+46,+46 (0)943 667 62,1977-09-02,True
Elise,Månsson,Granvägen 12,Motala,69967,Sverige,SE,19770904-1820,+46,08-289 112 92,1977-09-04,True
Håkon,Martinsen,Thomassentunet 4,Bjørnhamn,5653,Norge,NO,19510418-7612,+47,94295859,1951-04-18,True
Birgit,Jonsson,Kyrkgatan 9,Linköping,34195,Sverige,SE,19530301-8065,+46,0429-65 26 62,1953-03-01,True
Åke,Strandberg,Björkstigen 58,Örebro,63492,Sverige,SE,19640815-2058,+46,085-76 16 27,1964-08-15,True
Kristina,Magnusson,Ringstigen 7,Norrköping,38203,Sverige,SE,19660131-2551,+46,+46 (0)98 08 84 83,1966-01-31,True
Ulrika,Karlsson,Strandvägen 996,Göteborg,31749,Sverige,SE,19971105-6422,+46,08-728 044 93,1997-11-05,True
Sandra,Fredriksson,Backgatan 319,Mölndal,72163,Sverige,SE,19551113-5959,+46,08-623 79 87,1955-11-13,True
Ola,Eliassen,Sivertsenhaugen 7C,Vik,2461,Norge,NO,19910519-0381,+47,41334059,1991-05-19,True
Pernilla,Nilsson,Backtorget 456,Växjö,68940,Sverige,SE,19650206-9770,+46,071-18 93 02,1965-02-06,True
Marika,Oikarinen,Kolubulevardi 31,Pälkäne,51975,Finland,FI,19930929-0885,+358,(+358) 807758958,1993-09-29,True
Herbert,Lindgren,Järnvägsgränd 1,Helsingborg,83244,Sverige,SE,19870220-0239,+46,+46 (0)612 993 70,1987-02-20,True
Hege,Andreassen,Jenssenlyngen 8C,Knudsen,4099,Norge,NO,19811221-4441,+47,+47 18 75 27 15,1981-12-21,True
Olof,Svärd,Backgatan 3,Lund,87918,Sverige,SE,19960506-8325,+46,08-62 53 56,1996-05-06,False
Robert,Rose,Stephen Shore 028,Tarastad,55967,Danmark,DK,19401021-5182,+45,208-496-2770x638,1940-10-21,True
Magnus,Jansson,Trädgårdsstigen 0,Falun,92517,Sverige,SE,19610728-2710,+46,08-122 18 88,1961-07-28,True
Elin,Magnusson,Åkergatan 536,Falun,39084,Sverige,SE,19820528-2320,+46,075-60 15 39,1982-05-28,True
Ingemar,Johannesson,Nyvägen 564,Malmö,81515,Sverige,SE,19480120-4209,+46,08-349 15 42,1948-01-20,True
Silje,Sørensen,Dahlgata 25C,Jennynes,6684,Norge,NO,19440824-2128,+47,24 34 20 71,1944-08-24,True
Olof,Axelsson,Granvägen 54,Kalmar,59301,Sverige,SE,19600125-9981,+46,+46 (0)63 90 90 39,1960-01-25,True
Jonathan,Larsson,Parkgatan 4,Lidköping,98683,Sverige,SE,19760625-1948,+46,064-16 15 41,1976-06-25,True
Astrid,Aune,Hellandberget 24A,Haug,3978,Norge,NO,19620426-1594,+47,406 99 195,1962-04-26,True
Karen,Contreras,Todd Spurs 21243,Williamfurt,99276,Danmark,DK,19810727-9257,+45,8276964453,1981-07-27,True
Sondre,Christensen,Knudsenringen 6H,Thomassen,9789,Norge,NO,19621008-1529,+47,36 48 14 62,1962-10-08,True
Anette,Berggren,Skolstigen 5,Motala,63866,Sverige,SE,19600424-4739,+46,0694-596 51,1960-04-24,True
Daniel,Nygård,Johnsenflata 66,Paulsen,7325,Norge,NO,19951228-8334,+47,36117817,1995-12-28,True
Stig,Mathisen,Sivertsengjerdet 6A,Karenmark,5337,Norge,NO,19470914-9057,+47,59378317,1947-09-14,True
Elise,Eriksson,Strandgränd 9,Uddevalla,81922,Sverige,SE,19580708-9705,+46,08-13 11 06,1958-07-08,True
Rebecca,Jansson,Åkervägen 257,Sandviken,12999,Sverige,SE,19860315-3835,+46,0957-725 19,1986-03-15,True
Doris,Diaz,Jonathan Tunnel 1258,Lake Sherryside,21619,Danmark,DK,19610402-9697,+45,001-913-553-1424x1659,1961-04-02,True
Walter,Jackson,Reyes Pines 4960,Jennifermouth,24015,Danmark,DK,19420810-1842,+47,610.436.0422,1942-08-10,True
Juhani,Parviainen,Vesakkotie 983,Taivalkoski,48259,Finland,FI,19530125-602K,+358,+358 779625465,1953-01-25,True
Anneli,Marttila,Gunnel Nymanin bulevardi 177,Kustavi,30316,Finland,FI,19750329-107Y,+358,0912642092,1975-03-29,True
Trond,Bakke,Eriksenringen 3,Audfoss,3908,Norge,NO,19860903-4089,+47,499 88 598,1986-09-03,True
Anna,Strand,Aspgränd 74,Nyköping,40031,Sverige,SE,20000816-2692,+46,+46 (0)724 349 13,2000-08-16,True
Tuulikki,Heinonen,Osuuskunnantie 9,Joensuu,67920,Finland,FI,19800129-4017,+358,0227937815,1980-01-29,True
Kristian,Haugen,Pettersenstranda 046,Eirikvåg,8503,Norge,NO,19511125-6938,+47,+4706003069,1951-11-25,True
Marie,Falk,Bäckvägen 6,Nyköping,98032,Sverige,SE,19450428-8886,+46,+46 (0)8 067 102 44,1945-04-28,True
Madison,Wright,Margaret Expressway 6313,Jamesberg,49468,Danmark,DK,19440202-5518,+45,+1-837-650-3371,1944-02-02,True
Alexander,Ljungberg,Ringgatan 6,Helsingborg,89327,Sverige,SE,19870718-2407,+46,009-75 80 88,1987-07-18,True
Otto,Makkonen,Runonlaulajankuja 462,Siikajoki,86281,Finland,FI,19770213-401X,+358,0682653339,1977-02-13,True
Øystein,Johnsen,Sandvikåsen 00,Rasmussen,2182,Norge,NO,19680317-4868,+47,62955055,1968-03-17,True
Ingrid,Åström,Ringstigen 26,Alingsås,73110,Sverige,SE,19520302-8717,+46,054-221 99 14,1952-03-02,True
Andreas,Nilsson,Kyrkovägen 33,Falun,63310,Sverige,SE,19721103-4613,+46,+46 (0)973 068 64,1972-11-03,True
Camilla,Eriksson,Parkgatan 230,Trollhättan,18859,Sverige,SE,19710802-3503,+46,+46 (0)96 96 48 36,1971-08-02,True
